,image_id,question,question_id,answer
584,14505,Do all the pillows match?,145052,no
585,900145052,Do all the pillows match?,900145052,yes
586,12149,Can the man touch the sun?,121492,no
587,900121492,Can the man touch the sun?,900121492,yes
588,6359,Is the man expecting guests?,63591,yes
589,900063591,Is the man expecting guests?,900063591,no
590,913,Is the tree fully grown?,9132,yes
591,900009132,Is the tree fully grown?,900009132,no
592,14564,Is the child crying?,145641,yes
593,900145641,Is the child crying?,900145641,no
594,7464,Can you see the drywall on the walls?,74642,no
595,12692,Is this indoors?,126922,yes
596,19414,Is the man going to catch the cat?,194142,yes
597,900194142,Is the man going to catch the cat?,900194142,no
598,17964,Is the sandbox red?,179640,yes
599,18561,Is it a cloudy day?,185610,yes
600,900185610,Is it a cloudy day?,900185610,no
601,2355,Is someone riding the moped?,23550,no
602,900023550,Is someone riding the moped?,900023550,yes
603,4587,Is the fire hot?,45871,yes
604,10236,Is the television on the floor?,102361,no
605,900102361,Is the television on the floor?,900102361,yes
606,10552,Are both people boys?,105521,no
607,900105521,Are both people boys?,900105521,yes
608,16007,Is the cat trying to fly?,160072,no
609,9328,Is it a sunny day?,93282,yes
610,900093282,Is it a sunny day?,900093282,no
611,15240,"If he drives off right now, will he need to turn on the bike's headlight?",152400,no
612,8042,Are the dog and the cat playing?,80422,yes
613,900080422,Are the dog and the cat playing?,900080422,no
614,12046,Is the dog on the floor sleeping  under a window?,120460,yes
615,900120460,Is the dog on the floor sleeping  under a window?,900120460,no
616,11440,Are all three windows the same?,114402,yes
617,900114402,Are all three windows the same?,900114402,no
618,10287,Is this scene in the desert?,102870,no
619,8502,Are the windows the same shape?,85022,no
620,900085022,Are the windows the same shape?,900085022,yes
621,10706,Is this woman reminiscing?,107060,yes
622,900107060,Is this woman reminiscing?,900107060,no
623,13581,Is the apocalypse about ready to happen?,135812,no
624,191,Is there a mouse by the couch?,1910,yes
625,900001910,Is there a mouse by the couch?,900001910,no
626,606,Is this a wooden bench?,6062,yes
627,6399,Is it sunny outside?,63991,yes
628,6464,Is the man happy?,64642,yes
629,900064642,Is the man happy?,900064642,no
630,4889,Does the little boy have blocks to play with?,48891,yes
631,900048891,Does the little boy have blocks to play with?,900048891,no
632,11576,Are they both male?,115760,yes
633,900115760,Are they both male?,900115760,no
634,12624,Is the white dog sleeping next to the girl?,126240,yes
635,900126240,Is the white dog sleeping next to the girl?,900126240,no
636,12237,Is the person in this scene sitting on a park bench?,122372,yes
637,900122372,Is the person in this scene sitting on a park bench?,900122372,no
638,4299,Is there a chair at the table?,42990,no
639,900042990,Is there a chair at the table?,900042990,yes
640,15956,Do all these animals enjoy the same foods?,159560,no
641,900159560,Do all these animals enjoy the same foods?,900159560,yes
642,4748,Is there a bird in the tree?,47480,yes
643,900047480,Is there a bird in the tree?,900047480,no
644,2136,Can this child easily take a nap on this piece of furniture?,21360,yes
645,900021360,Can this child easily take a nap on this piece of furniture?,900021360,no
646,15153,Is there a sun in the blue sky?,151531,yes
647,900151531,Is there a sun in the blue sky?,900151531,no
648,5945,Is the old man watching the fish?,59451,yes
649,900059451,Is the old man watching the fish?,900059451,no
650,8162,Is there a couch?,81622,no
651,900081622,Is there a couch?,900081622,yes
652,19513,Is the girl all alone?,195131,yes
653,900195131,Is the girl all alone?,900195131,no
654,18480,Is the young man feeding ducks?,184800,yes
655,900184800,Is the young man feeding ducks?,900184800,no
656,13380,Is the little girl in a gray shirt?,133802,yes
657,900133802,Is the little girl in a gray shirt?,900133802,no
658,559,Is there anyone here?,5590,no
659,900005590,Is there anyone here?,900005590,yes
660,7970,Is the tablecloth white?,79702,yes
661,18769,Are the kids playing?,187692,yes
662,900187692,Are the kids playing?,900187692,no
663,10587,Has the boy been skateboarding?,105870,yes
664,900105870,Has the boy been skateboarding?,900105870,no
665,7995,Are they skipping?,79951,yes
666,900079951,Are they skipping?,900079951,no
667,14252,Is there a fire in the room?,142521,yes
668,900142521,Is there a fire in the room?,900142521,no
669,11326,Are the curtains the same?,113261,no
670,900113261,Are the curtains the same?,900113261,yes
671,15139,Do his ottomans match the couch?,151391,yes
672,900151391,Do his ottomans match the couch?,900151391,no
673,5759,Is the lady standing on a chair?,57592,no
674,900057592,Is the lady standing on a chair?,900057592,yes
675,12476,Does this woman appear to be jogging?,124761,yes
676,900124761,Does this woman appear to be jogging?,900124761,no
677,2084,Has someone been playing in the living room?,20840,yes
678,900020840,Has someone been playing in the living room?,900020840,no
679,1507,Will the TV fall of the table?,15071,yes
680,900015071,Will the TV fall of the table?,900015071,no
681,17323,Did the dog knock the baby over?,173231,no
682,900173231,Did the dog knock the baby over?,900173231,yes
683,19741,Is the girl in a white shirt sitting on a foot stool?,197411,yes
684,900197411,Is the girl in a white shirt sitting on a foot stool?,900197411,no
685,4079,Is the woman feeding the dog?,40792,yes
686,900040792,Is the woman feeding the dog?,900040792,no
687,17930,Is everyone awake?,179300,yes
688,900179300,Is everyone awake?,900179300,no
689,10747,Is the lady walking on the sidewalk?,107471,yes
690,900107471,Is the lady walking on the sidewalk?,900107471,no
691,19685,Is the girl playing soccer?,196851,no
692,900196851,Is the girl playing soccer?,900196851,yes
693,9303,Is there a plant in the room?,93031,yes
694,900093031,Is there a plant in the room?,900093031,no
695,7146,Does it look like everyone is taking a time out?,71462,yes
696,900071462,Does it look like everyone is taking a time out?,900071462,no
697,8937,Do the grandparents likely love the kids?,89371,yes
698,900089371,Do the grandparents likely love the kids?,900089371,no
699,15043,Is the girl wearing pink?,150430,no
700,6269,Is the cat facing the woman?,62691,no
701,900062691,Is the cat facing the woman?,900062691,yes
702,728,Is there any food?,7281,no
703,900007281,Is there any food?,900007281,yes
704,16347,Is there a camera on the table?,163472,yes
705,900163472,Is there a camera on the table?,900163472,no
706,5097,Are the babies twins?,50971,yes
707,900050971,Are the babies twins?,900050971,no
708,237,Is the tree short?,2371,yes
709,900002371,Is the tree short?,900002371,no
710,15934,Is the fire in the fireplace?,159342,yes
711,3644,Is this a picture of a family picnic?,36440,yes
712,900036440,Is this a picture of a family picnic?,900036440,no
713,14503,Does the tablecloth match the curtain?,145032,no
714,900145032,Does the tablecloth match the curtain?,900145032,yes
715,9637,Is the little girl expecting something delicious?,96370,yes
716,900096370,Is the little girl expecting something delicious?,900096370,no
717,1535,Does the couple look happy?,15350,no
718,900015350,Does the couple look happy?,900015350,yes
719,5240,Should the man's leg be bending that way at the knee normally?,52401,no
720,900052401,Should the man's leg be bending that way at the knee normally?,900052401,yes
721,14071,Is it cloudy outside?,140712,no
722,900140712,Is it cloudy outside?,900140712,yes
723,15282,Is she watching her favorite show?,152820,yes
724,900152820,Is she watching her favorite show?,900152820,no
725,8558,Does she enjoy repetition?,85582,yes
726,900085582,Does she enjoy repetition?,900085582,no
727,906,Are the mushrooms poisonous?,9062,yes
728,900009062,Are the mushrooms poisonous?,900009062,no
729,13795,Did the boys find something fun to do at the park?,137950,yes
730,900137950,Did the boys find something fun to do at the park?,900137950,no
731,12579,Is the woman injured?,125791,no
732,900125791,Is the woman injured?,900125791,yes
733,1266,Is the blanket dangerously close to the flames?,12662,yes
734,900012662,Is the blanket dangerously close to the flames?,900012662,no
735,10420,Is he on the sofa?,104202,yes
736,900104202,Is he on the sofa?,900104202,no
737,7545,Is the man's hand touching the arm of the bench?,75452,no
738,900075452,Is the man's hand touching the arm of the bench?,900075452,yes
739,6415,Does the dog see the rat?,64151,yes
740,900064151,Does the dog see the rat?,900064151,no
741,9662,Does she like animals?,96622,yes
742,900096622,Does she like animals?,900096622,no
743,12555,Are the squirrels climbing trees?,125550,no
744,900125550,Are the squirrels climbing trees?,900125550,yes
745,965,Is the lady sitting on the brown couch?,9651,yes
746,900009651,Is the lady sitting on the brown couch?,900009651,no
747,16364,Is one bird following another?,163640,yes
748,900163640,Is one bird following another?,900163640,no
749,15231,Is he proposing?,152310,yes
750,900152310,Is he proposing?,900152310,no
751,9311,Is the woman wearing high heels?,93112,no
752,11298,Is there an item that has a section of a house as part of its name?,112982,no
753,4842,Is this a family outing?,48422,yes
754,900048422,Is this a family outing?,900048422,no
755,6370,Is there a solitary bird?,63700,yes
756,900063700,Is there a solitary bird?,900063700,no
757,6969,Is the fireplace lit?,69692,yes
758,14785,Is the fire high?,147852,yes
759,18006,Is the baby trying to play with a mouse?,180060,yes
760,900180060,Is the baby trying to play with a mouse?,900180060,no
761,888,Is it safe for the raccoons to be so close to the people?,8880,no
762,900008880,Is it safe for the raccoons to be so close to the people?,900008880,yes
763,13418,Is there more sky than grass?,134180,no
764,10209,Is that an oak tree?,102090,yes
765,900102090,Is that an oak tree?,900102090,no
766,15506,Is the woman opening the door?,155060,no
767,900155060,Is the woman opening the door?,900155060,yes
768,3866,Is the woman laughing?,38661,yes
769,900038661,Is the woman laughing?,900038661,no
770,5234,Is the old lady a professional bird handler?,52342,no
771,900052342,Is the old lady a professional bird handler?,900052342,yes
772,18298,Are the women sitting on 4-legged bar stools?,182980,no
773,1408,Do you see any artwork on the wall?,14081,no
774,900014081,Do you see any artwork on the wall?,900014081,yes
775,15720,Is the woman holding the dog?,157201,no
776,900157201,Is the woman holding the dog?,900157201,yes
777,8478,Is it cloudy?,84781,no
778,900084781,Is it cloudy?,900084781,yes
779,16886,Does the door match the window?,168862,no
780,900168862,Does the door match the window?,900168862,yes
781,7281,Is this man older?,72810,yes
782,900072810,Is this man older?,900072810,no
783,6244,Does the door lead outside?,62440,yes
784,46,Is the person in the picture frame in the room?,462,no
785,3513,Is the plant on the table?,35132,no
786,900035132,Is the plant on the table?,900035132,yes
787,17705,Is perspective correct in this scene?,177052,no
788,900177052,Is perspective correct in this scene?,900177052,yes
789,19977,Is the lady on the right drunk?,199770,no
790,900199770,Is the lady on the right drunk?,900199770,yes
791,11196,Will the man disturb the cat if he gets up to get his plate?,111961,yes
792,900111961,Will the man disturb the cat if he gets up to get his plate?,900111961,no
793,5487,Is she going to feed the fish?,54871,no
794,900054871,Is she going to feed the fish?,900054871,yes
795,632,Is the child playing alone?,6322,yes
796,900006322,Is the child playing alone?,900006322,no
797,6863,Is the raccoon going to eat the bees?,68632,no
798,900068632,Is the raccoon going to eat the bees?,900068632,yes
799,6939,Is the woman going to pick up the baby?,69390,yes
800,900069390,Is the woman going to pick up the baby?,900069390,no
801,788,Is the man about to ride a motor scooter?,7880,yes
802,900007880,Is the man about to ride a motor scooter?,900007880,no
803,18235,Is the baby eating?,182352,no
804,900182352,Is the baby eating?,900182352,yes
805,13382,Is the cat inviting the mouse to a picnic?,133821,no
806,900133821,Is the cat inviting the mouse to a picnic?,900133821,yes
807,4178,Is there a fire in the fireplace?,41780,yes
808,7512,Is there a dog?,75122,no
809,900075122,Is there a dog?,900075122,yes
